Time,SessionBlockNumber,BlockTrialNumber,VRHead_Position_X,VRHead_Position_Y,VRHead_Position_Z,VRHead_Rotation_X,VRHead_Rotation_Y,VRHead_Rotation_Z,VRLeftHand_Position_X,VRLeftHand_Position_Y,VRLeftHand_Position_Z,VRLeftHand_Rotation_X,VRLeftHand_Rotation_Y,VRLeftHand_Rotation_Z,VRLeftHand_HoldingObjectType,VRRightHand_Position_X,VRRightHand_Position_Y,VRRightHand_Position_Z,VRRightHand_Rotation_X,VRRightHand_Rotation_Y,VRRightHand_Rotation_Z,VRRightHand_HoldingObjectType,
16.5466,2,1,-0.05499234,1.623409,-0.07848947,28.44823,352.1222,356.5443,-0.2493665,1.19404,0.1273901,353.2312,17.51784,337.6804,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
16.5714,2,1,-0.05524916,1.623332,-0.07857869,28.49843,352.1285,356.5928,-0.2492227,1.194091,0.1272991,353.2023,17.55989,337.6267,NoObject,0.5715175,1.300842,0.4380704,14.86145,44.77368,308.6572,NoObject,
16.59674,2,1,-0.05564056,1.623267,-0.07873981,28.50691,352.1736,356.6478,-0.2491282,1.19409,0.1272153,353.1939,17.58053,337.5979,NoObject,0.5715173,1.300842,0.4380706,14.86163,44.77213,308.6571,NoObject,
16.62105,2,1,-0.05570525,1.623381,-0.07880622,28.48741,352.2008,356.6523,-0.2490905,1.19407,0.1271659,353.1974,17.58746,337.5825,NoObject,0.5715176,1.300841,0.4380704,14.86175,44.77294,308.6566,NoObject,
16.64634,2,1,-0.05581369,1.623509,-0.07885795,28.47037,352.2278,356.6486,-0.2491226,1.194085,0.1271536,353.1888,17.59196,337.5909,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
16.67191,2,1,-0.05589186,1.623622,-0.0789329,28.45187,352.2792,356.6148,-0.2491954,1.194089,0.1271049,353.1811,17.597,337.6053,NoObject,0.5715175,1.300841,0.4380706,14.86208,44.77177,308.6566,NoObject,
16.69686,2,1,-0.05595761,1.623708,-0.07894082,28.43669,352.3059,356.5846,-0.2493451,1.194064,0.1270677,353.178,17.58539,337.6405,NoObject,0.5715176,1.300841,0.4380704,14.86175,44.77294,308.6566,NoObject,
16.7218,2,1,-0.0560822,1.623752,-0.07886879,28.40851,352.3138,356.5394,-0.2495445,1.194045,0.1271224,353.191,17.55055,337.6926,NoObject,0.5715175,1.300841,0.4380706,14.86208,44.77177,308.6566,NoObject,
16.74644,2,1,-0.0561623,1.62378,-0.07864568,28.4057,352.3334,356.5265,-0.2497372,1.194019,0.1270734,353.1998,17.51595,337.7371,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
16.77192,2,1,-0.05640177,1.623744,-0.07855234,28.42454,352.36,356.5178,-0.2498766,1.194001,0.1270302,353.1962,17.5173,337.7737,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
16.79687,2,1,-0.05662311,1.623711,-0.07830438,28.44472,352.354,356.5023,-0.2500201,1.194006,0.1270284,353.1947,17.51291,337.8097,NoObject,0.5715174,1.300842,0.4380704,14.86148,44.77383,308.6577,NoObject,
16.82178,2,1,-0.05689337,1.623655,-0.07812425,28.46779,352.3456,356.5174,-0.2501079,1.194021,0.1270257,353.199,17.49945,337.8495,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
16.84647,2,1,-0.05734939,1.623583,-0.07808702,28.48022,352.3053,356.5313,-0.2501245,1.194017,0.1270352,353.2046,17.49565,337.8746,NoObject,0.5715174,1.300841,0.4380707,14.86226,44.77155,308.6568,NoObject,
16.87181,2,1,-0.05815367,1.623568,-0.07808023,28.51155,352.1744,356.4861,-0.250128,1.19401,0.1270403,353.2074,17.50884,337.8694,NoObject,0.5715176,1.300841,0.4380705,14.86227,44.77283,308.6569,NoObject,
16.89725,2,1,-0.05876299,1.623551,-0.07818481,28.53161,351.9755,356.4227,-0.250047,1.193994,0.1270122,353.2119,17.54746,337.8354,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
16.92117,2,1,-0.05973432,1.623605,-0.07820716,28.55301,351.6802,356.2575,-0.2499801,1.193956,0.1269785,353.2002,17.5875,337.8022,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
16.94651,2,1,-0.06048853,1.623618,-0.07831364,28.56492,351.4032,356.1509,-0.2499453,1.193957,0.1269299,353.1757,17.6272,337.7814,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
16.97181,2,1,-0.06120842,1.623537,-0.07840724,28.56469,351.0533,356.0266,-0.2499085,1.193979,0.1268972,353.166,17.64315,337.7603,NoObject,0.5715176,1.300841,0.4380706,14.86246,44.77235,308.6567,NoObject,
16.99687,2,1,-0.06194535,1.62345,-0.07846326,28.58596,350.7613,355.9675,-0.2498124,1.194001,0.1268693,353.1577,17.65275,337.7511,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
17.02127,2,1,-0.06269522,1.623374,-0.07851927,28.60195,350.455,355.8884,-0.249678,1.194012,0.1268292,353.1526,17.66426,337.7211,NoObject,0.5715173,1.300841,0.4380707,14.86185,44.77254,308.6576,NoObject,
17.04649,2,1,-0.06352259,1.623392,-0.07863753,28.61197,350.1998,355.8805,-0.2496316,1.194001,0.1268253,353.1556,17.66985,337.6986,NoObject,0.5715174,1.300841,0.4380706,14.86208,44.77191,308.657,NoObject,
17.07246,2,1,-0.06424402,1.623378,-0.07871974,28.59549,349.9368,355.8747,-0.2495575,1.193994,0.1268289,353.1542,17.67079,337.6731,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
17.09725,2,1,-0.06498978,1.623361,-0.07885082,28.60859,349.6756,355.856,-0.2494542,1.193999,0.1268135,353.1484,17.67248,337.6552,NoObject,0.5715176,1.300841,0.4380705,14.86202,44.7724,308.6565,NoObject,
17.12189,2,1,-0.06556115,1.623303,-0.0789124,28.62947,349.4032,355.827,-0.2495007,1.194009,0.1268096,353.1552,17.66987,337.6976,NoObject,0.5715175,1.300842,0.4380704,14.86153,44.77264,308.6566,NoObject,
17.1464,2,1,-0.06608669,1.62341,-0.07874473,28.62759,349.1982,355.8191,-0.2495008,1.19401,0.1268096,353.1554,17.66973,337.6995,NoObject,0.5715173,1.300841,0.4380707,14.86209,44.77209,308.6573,NoObject,
17.1723,2,1,-0.06649973,1.623499,-0.07871412,28.5988,349.015,355.7816,-0.2495008,1.19401,0.1268096,353.155,17.66966,337.6992,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
17.19695,2,1,-0.06684645,1.623636,-0.0786275,28.52572,348.9059,355.7805,-0.2495008,1.19401,0.1268093,353.1546,17.67051,337.699,NoObject,0.5715173,1.300842,0.4380704,14.86131,44.7725,308.657,NoObject,
17.22206,2,1,-0.06715746,1.623735,-0.07858405,28.45835,348.8427,355.7606,-0.2495007,1.19401,0.1268088,353.1554,17.67242,337.6985,NoObject,0.5715175,1.300841,0.4380705,14.86183,44.77212,308.6565,NoObject,
17.24693,2,1,-0.06737714,1.623966,-0.07855916,28.37293,348.797,355.7599,-0.2495008,1.19401,0.1268095,353.1555,17.67032,337.6992,NoObject,0.5715176,1.300841,0.4380704,14.86198,44.77235,308.6562,NoObject,
17.27191,2,1,-0.06760435,1.624053,-0.07853003,28.34184,348.7544,355.7873,-0.2495009,1.19401,0.1268092,353.1546,17.67071,337.6999,NoObject,0.5715176,1.300841,0.4380707,14.86259,44.7734,308.6573,NoObject,
17.29764,2,1,-0.06775578,1.624068,-0.07864818,28.32672,348.7528,355.8385,-0.2495009,1.19401,0.1268095,353.1552,17.67008,337.7002,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
17.32146,2,1,-0.06789103,1.624087,-0.07863037,28.43586,348.7917,355.8567,-0.2495008,1.19401,0.1268096,353.1554,17.6698,337.6998,NoObject,0.5715173,1.300842,0.4380705,14.86156,44.77288,308.6574,NoObject,
17.34714,2,1,-0.06804087,1.624014,-0.07885905,28.38477,348.8347,355.9299,-0.2495008,1.19401,0.1268098,353.1558,17.66925,337.6998,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
17.37215,2,1,-0.06811666,1.623922,-0.0788407,28.42101,348.8784,355.9745,-0.2495009,1.19401,0.1268096,353.1548,17.66976,337.7002,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
17.39696,2,1,-0.06824835,1.623837,-0.07875872,28.42962,348.9335,356.003,-0.2495009,1.19401,0.1268096,353.1548,17.66972,337.6998,NoObject,0.5715175,1.300841,0.4380706,14.86208,44.77177,308.6566,NoObject,
17.42158,2,1,-0.06834487,1.623637,-0.07863002,28.48027,349.0038,356.044,-0.2495009,1.19401,0.1268093,353.1546,17.67059,337.6997,NoObject,0.5715175,1.300841,0.4380705,14.8618,44.77319,308.6574,NoObject,
17.44719,2,1,-0.06845831,1.6235,-0.078561,28.5097,349.0723,356.1089,-0.249501,1.194011,0.126808,353.148,17.67305,337.7004,NoObject,0.5715175,1.300841,0.4380707,14.8625,44.77248,308.6571,NoObject,
17.4727,2,1,-0.06849802,1.623368,-0.07844451,28.52108,349.1761,356.1568,-0.2495282,1.19419,0.1267466,353.1004,17.77836,337.6369,NoObject,0.5715175,1.300842,0.4380704,14.86153,44.77264,308.6566,NoObject,
17.49721,2,1,-0.06866397,1.623306,-0.07836865,28.54197,349.1671,356.1773,-0.2495236,1.194167,0.1267918,353.0942,17.78148,337.6533,NoObject,0.5715176,1.300841,0.4380705,14.86223,44.77194,308.6564,NoObject,
17.52205,2,1,-0.06874312,1.623252,-0.07830616,28.56746,349.2299,356.2266,-0.2495826,1.194188,0.1268225,353.0935,17.77481,337.6665,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
17.54663,2,1,-0.06872955,1.623096,-0.07836248,28.61307,349.2466,356.2522,-0.2495968,1.194181,0.1268634,353.1017,17.76601,337.6613,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
17.57208,2,1,-0.06884049,1.622963,-0.07838179,28.65265,349.2823,356.2771,-0.2495585,1.194188,0.1268764,353.1157,17.77137,337.6445,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
17.59721,2,1,-0.06888201,1.622835,-0.0783818,28.69174,349.3272,356.3054,-0.2495353,1.194223,0.1268885,353.1209,17.78827,337.6297,NoObject,0.5715175,1.300841,0.4380707,14.8625,44.77248,308.6571,NoObject,
17.62208,2,1,-0.06884297,1.62277,-0.07833035,28.71906,349.3933,356.3378,-0.2494846,1.194288,0.1268517,353.1108,17.80522,337.6252,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77142,308.6565,NoObject,
17.64712,2,1,-0.06880925,1.622642,-0.07822862,28.78148,349.5171,356.3663,-0.2494572,1.194338,0.1268389,353.1013,17.82007,337.6282,NoObject,0.5715174,1.300842,0.4380704,14.86155,44.77274,308.657,NoObject,
17.67228,2,1,-0.06865688,1.622398,-0.07804459,28.84396,349.7213,356.3902,-0.249464,1.194382,0.126862,353.0994,17.83199,337.6217,NoObject,0.5715176,1.300841,0.4380706,14.86246,44.77235,308.6567,NoObject,
17.69814,2,1,-0.06823174,1.621913,-0.07770648,28.98856,349.946,356.4362,-0.2493749,1.194297,0.1267753,353.0999,17.82277,337.6281,NoObject,0.5715176,1.300841,0.4380705,14.86203,44.77341,308.657,NoObject,
17.72184,2,1,-0.06789429,1.621377,-0.07748424,29.14419,350.2769,356.4987,-0.2493747,1.194296,0.1267755,353.0997,17.82226,337.6255,NoObject,0.5715175,1.300841,0.4380707,14.86244,44.77177,308.6568,NoObject,
17.74702,2,1,-0.06765851,1.620859,-0.07710434,29.3264,350.4337,356.5426,-0.2493747,1.194296,0.1267751,353.0992,17.82341,337.625,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
17.77217,2,1,-0.06730043,1.62045,-0.07677762,29.47274,350.6477,356.5949,-0.2493747,1.194296,0.1267757,353.0981,17.82149,337.6253,NoObject,0.5715175,1.300841,0.4380705,14.8618,44.77319,308.6574,NoObject,
17.79744,2,1,-0.06693551,1.619931,-0.07640432,29.60534,350.8232,356.5887,-0.2493748,1.194296,0.1267763,353.0996,17.81979,337.6258,NoObject,0.5715175,1.300841,0.4380705,14.86207,44.77169,308.6564,NoObject,
17.82178,2,1,-0.06643716,1.619632,-0.07605933,29.74657,351.0145,356.5511,-0.2493749,1.194297,0.1267763,353.1011,17.82006,337.6282,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
17.84688,2,1,-0.06613839,1.619489,-0.07579399,29.7806,351.1557,356.5973,-0.2493751,1.194298,0.1267765,353.1013,17.81949,337.6304,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
17.8733,2,1,-0.06577648,1.619316,-0.07562417,29.81256,351.303,356.6029,-0.2495684,1.194285,0.1269387,353.0414,17.90412,337.6117,NoObject,0.5715176,1.300841,0.4380706,14.86246,44.77235,308.6567,NoObject,
17.89707,2,1,-0.06544049,1.619185,-0.07536294,29.81954,351.4272,356.597,-0.2495056,1.194127,0.1269227,353.0672,17.87881,337.6604,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
17.92203,2,1,-0.06509233,1.618965,-0.07511295,29.84218,351.576,356.6143,-0.2495605,1.19405,0.1270185,353.0999,17.86041,337.698,NoObject,0.5715175,1.300841,0.4380707,14.8624,44.77164,308.6566,NoObject,
17.9466,2,1,-0.06462414,1.618908,-0.07476829,29.84376,351.7712,356.6466,-0.2495686,1.193935,0.1270323,353.127,17.83679,337.7198,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
17.97233,2,1,-0.06413646,1.618935,-0.07452089,29.79531,351.9911,356.709,-0.2495557,1.193851,0.1270567,353.1436,17.81994,337.7308,NoObject,0.5715175,1.300841,0.4380705,14.86183,44.77212,308.6565,NoObject,
17.99757,2,1,-0.06367873,1.618962,-0.07412443,29.78159,352.2155,356.7794,-0.2495546,1.193782,0.1270938,353.1519,17.81017,337.7226,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
18.02173,2,1,-0.06320078,1.619094,-0.07360005,29.7148,352.437,356.8847,-0.2495441,1.193745,0.1270438,353.1506,17.81125,337.7109,NoObject,0.5715175,1.300841,0.4380706,14.8621,44.77377,308.658,NoObject,
18.047,2,1,-0.06270058,1.619187,-0.07312874,29.63081,352.7,356.9998,-0.2495801,1.193711,0.1269809,353.1499,17.80748,337.7166,NoObject,0.5715175,1.300841,0.4380705,14.86204,44.77167,308.6562,NoObject,
18.07233,2,1,-0.06212193,1.619288,-0.07269732,29.5552,352.9511,357.1036,-0.249635,1.193648,0.1269797,353.1522,17.79627,337.7224,NoObject,0.5715175,1.300841,0.4380705,14.8618,44.77319,308.6574,NoObject,
18.09805,2,1,-0.06161872,1.619178,-0.07229249,29.56863,353.1802,357.2126,-0.2496519,1.19363,0.126937,353.1566,17.78613,337.7444,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
18.12167,2,1,-0.06123573,1.618994,-0.07202219,29.62401,353.3771,357.3227,-0.2496893,1.193604,0.1269392,353.1566,17.77311,337.752,NoObject,0.5715176,1.300841,0.4380705,14.86223,44.77194,308.6564,NoObject,
18.14756,2,1,-0.06090597,1.618745,-0.07166822,29.76243,353.4792,357.3914,-0.2497694,1.193552,0.126993,353.1591,17.75765,337.7722,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
18.17246,2,1,-0.06061171,1.618464,-0.07146374,29.84546,353.5787,357.4603,-0.249683,1.193645,0.1269195,353.159,17.76614,337.7578,NoObject,0.5715174,1.300841,0.4380706,14.86185,44.77235,308.6572,NoObject,
18.19772,2,1,-0.06034945,1.618163,-0.07123318,29.94647,353.6628,357.5212,-0.2496829,1.193644,0.1269203,353.1609,17.76432,337.756,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
18.22185,2,1,-0.06009487,1.61781,-0.07106344,30.06259,353.7285,357.562,-0.2496829,1.193644,0.1269188,353.1573,17.76811,337.7558,NoObject,0.5715175,1.300841,0.4380705,14.86183,44.77212,308.6565,NoObject,
18.24754,2,1,-0.0599162,1.617456,-0.07080822,30.17637,353.8005,357.6218,-0.2496828,1.193644,0.1269182,353.1561,17.76976,337.7544,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
18.27289,2,1,-0.05974721,1.6171,-0.07062141,30.26589,353.8826,357.6789,-0.2496828,1.193644,0.1269179,353.1559,17.77047,337.7542,NoObject,0.5715176,1.300842,0.4380703,14.86142,44.77358,308.6568,NoObject,
18.29754,2,1,-0.05968179,1.616747,-0.07036185,30.36012,353.9454,357.7436,-0.2496827,1.193644,0.126918,353.1563,17.7704,337.7534,NoObject,0.5715176,1.300841,0.4380705,14.86202,44.7724,308.6565,NoObject,
18.32214,2,1,-0.05955831,1.616396,-0.07012153,30.44344,354.0067,357.8297,-0.2496826,1.193643,0.126917,353.1534,17.77286,337.7512,NoObject,0.5715175,1.300841,0.4380705,14.86207,44.77356,308.6575,NoObject,
18.34707,2,1,-0.05968965,1.616046,-0.06983446,30.51646,354.0339,357.8907,-0.2496825,1.193643,0.1269177,353.1558,17.7714,337.7503,NoObject,0.5715174,1.300841,0.4380706,14.86192,44.7716,308.6566,NoObject,
18.37245,2,1,-0.0598964,1.615844,-0.06964236,30.56691,354.0273,357.9748,-0.2496828,1.193644,0.126918,353.1566,17.77045,337.7541,NoObject,0.5715175,1.300841,0.4380706,14.86208,44.77177,308.6566,NoObject,
18.39764,2,1,-0.06019881,1.615657,-0.0695146,30.60817,353.9993,358.0498,-0.2496828,1.193644,0.126918,353.1565,17.77016,337.755,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
18.42244,2,1,-0.06034873,1.615644,-0.06945978,30.65094,353.9226,358.1065,-0.249683,1.193645,0.1269184,353.1565,17.76908,337.7566,NoObject,0.5715174,1.300841,0.4380707,14.86209,44.77282,308.6576,NoObject,
18.4473,2,1,-0.06061125,1.615524,-0.0693371,30.66008,353.8475,358.1173,-0.2496829,1.193644,0.1269193,353.1588,17.76689,337.7563,NoObject,0.5715176,1.300841,0.4380705,14.86227,44.77283,308.6569,NoObject,
18.47256,2,1,-0.06075453,1.615591,-0.06923808,30.65736,353.7624,358.1081,-0.249683,1.193645,0.126919,353.1588,17.76768,337.7582,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
18.49821,2,1,-0.06089791,1.615558,-0.06911498,30.64612,353.7237,358.0719,-0.249683,1.193645,0.126918,353.1597,17.77081,337.7583,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
18.52218,2,1,-0.06090067,1.615601,-0.06906778,30.63186,353.7166,358.0463,-0.2496829,1.193644,0.1269177,353.1576,17.77142,337.7563,NoObject,0.5715175,1.300841,0.4380704,14.86178,44.77304,308.657,NoObject,
18.5479,2,1,-0.06083878,1.615713,-0.06900926,30.61367,353.7416,358.0533,-0.2496828,1.193644,0.126918,353.1567,17.77035,337.7544,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
18.57285,2,1,-0.06074616,1.615824,-0.06896333,30.57583,353.815,358.0688,-0.2496826,1.193643,0.1269182,353.1591,17.77054,337.7526,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
18.59786,2,1,-0.06064903,1.615906,-0.06893248,30.53975,353.8874,358.1105,-0.2496826,1.193643,0.1269176,353.1575,17.77202,337.7523,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
18.62234,2,1,-0.06054332,1.615924,-0.0689111,30.51609,353.9279,358.1339,-0.2496825,1.193643,0.1269171,353.1544,17.77278,337.75,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
18.64734,2,1,-0.06056368,1.615994,-0.06891152,30.47456,353.9477,358.1513,-0.2496827,1.193643,0.1269176,353.1545,17.7712,337.7522,NoObject,0.5715175,1.300841,0.4380705,14.86207,44.77356,308.6575,NoObject,
18.67327,2,1,-0.06054494,1.616086,-0.06880256,30.4162,353.9369,358.1451,-0.2496829,1.193644,0.1269176,353.1554,17.77128,337.7552,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
18.69769,2,1,-0.06064309,1.616275,-0.06873734,30.33349,353.9114,358.1334,-0.2496829,1.193644,0.126918,353.154,17.76974,337.7548,NoObject,0.5715175,1.300841,0.4380704,14.86178,44.77304,308.657,NoObject,
18.72234,2,1,-0.06072001,1.616416,-0.06855609,30.26711,353.8729,358.1199,-0.2496829,1.193644,0.126918,353.1554,17.76992,337.7549,NoObject,0.5715176,1.300841,0.4380705,14.86223,44.77194,308.6564,NoObject,
18.74725,2,1,-0.06079485,1.616532,-0.06854281,30.21376,353.8194,358.1216,-0.2496829,1.193644,0.1269184,353.1559,17.76908,337.7554,NoObject,0.5715176,1.300841,0.4380705,14.86227,44.77283,308.6569,NoObject,
18.77288,2,1,-0.06093827,1.616586,-0.06852925,30.19502,353.7974,358.1211,-0.2496828,1.193644,0.126919,353.1582,17.76764,337.7544,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
18.79866,2,1,-0.06104315,1.616645,-0.0685667,30.20924,353.7668,358.1115,-0.2496831,1.193645,0.1269188,353.1566,17.76777,337.7581,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
18.82248,2,1,-0.06118453,1.616618,-0.06847759,30.21595,353.753,358.1332,-0.2496835,1.193647,0.1269185,353.1538,17.7677,337.7633,NoObject,0.5715175,1.300841,0.4380707,14.8624,44.77164,308.6566,NoObject,
18.84756,2,1,-0.06137396,1.61654,-0.06845714,30.23512,353.7361,358.1631,-0.2496828,1.193644,0.1269183,353.1561,17.76933,337.7543,NoObject,0.5715175,1.300841,0.4380704,14.86178,44.77304,308.657,NoObject,
18.87271,2,1,-0.06154952,1.616467,-0.06836778,30.27231,353.675,358.2011,-0.2496828,1.193644,0.1269181,353.1566,17.77011,337.7545,NoObject,0.5715174,1.300841,0.4380706,14.86185,44.77235,308.6572,NoObject,
18.89825,2,1,-0.06188,1.616332,-0.0683613,30.31151,353.5958,358.2905,-0.2496828,1.193644,0.1269177,353.1563,17.77114,337.7544,NoObject,0.5715176,1.300841,0.4380705,14.86227,44.77283,308.6569,NoObject,
18.92201,2,1,-0.06288543,1.616117,-0.06838885,30.401,353.3682,358.3505,-0.2496828,1.193644,0.1269171,353.1557,17.77278,337.7542,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
18.94758,2,1,-0.06425013,1.615954,-0.06847211,30.49113,352.9695,358.4391,-0.2496828,1.193644,0.1269178,353.1568,17.77104,337.7549,NoObject,0.5715174,1.300841,0.4380706,14.86192,44.7716,308.6566,NoObject,
18.97281,2,1,-0.06691188,1.615929,-0.06877484,30.57993,352.0416,358.481,-0.249683,1.193645,0.126918,353.1567,17.77031,337.7572,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
18.99804,2,1,-0.0710247,1.615915,-0.0692989,30.67087,350.4644,358.3982,-0.2496831,1.193645,0.1269173,353.1599,17.77303,337.7607,NoObject,0.5715176,1.300841,0.4380705,14.86203,44.77341,308.657,NoObject,
19.02278,2,1,-0.07586153,1.615571,-0.07007661,30.77769,348.2883,358.1117,-0.2496833,1.193646,0.1269146,353.1553,17.78015,337.7618,NoObject,0.5715175,1.300841,0.4380704,14.86178,44.77304,308.657,NoObject,
19.04719,2,1,-0.08158211,1.614969,-0.07117126,31.00494,345.9568,357.8696,-0.2496828,1.193644,0.1269182,353.1567,17.76985,337.7544,NoObject,0.5715176,1.300841,0.4380705,14.86202,44.7724,308.6565,NoObject,
19.07318,2,1,-0.08765141,1.614026,-0.07245126,31.31905,343.4856,357.6828,-0.2496702,1.193801,0.1271306,353.1602,17.75103,337.9377,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
19.09779,2,1,-0.09443071,1.612724,-0.07379584,31.68893,340.9921,357.5471,-0.249531,1.193949,0.1274794,353.1555,17.69092,337.9699,NoObject,0.5715175,1.300841,0.4380707,14.86255,44.77268,308.6575,NoObject,
19.12247,2,1,-0.1012035,1.611022,-0.07513319,32.17674,338.5289,357.4647,-0.2495516,1.194391,0.1275571,353.04,17.65362,338.0729,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
19.14732,2,1,-0.1079141,1.609068,-0.07620203,32.71462,336.1317,357.3716,-0.2494494,1.195174,0.1275118,352.7982,17.64162,338.2273,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
19.17272,2,1,-0.1145103,1.606791,-0.07731796,33.33362,333.9554,357.308,-0.2492961,1.196332,0.1272913,352.5089,17.73491,338.4245,NoObject,0.5715173,1.300842,0.4380705,14.86149,44.77404,308.6582,NoObject,
19.19807,2,1,-0.1203591,1.604434,-0.07826594,34.04594,331.9811,357.1984,-0.2494158,1.197863,0.1266761,351.9567,17.92654,338.5374,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
19.22254,2,1,-0.1254849,1.602528,-0.07885884,34.80045,330.2979,357.017,-0.2496695,1.20055,0.1258041,350.7516,17.96277,338.7003,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
19.24782,2,1,-0.1296995,1.600853,-0.07881102,35.40776,329.1073,356.8584,-0.249657,1.203497,0.1249263,349.8843,18.09104,338.696,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
19.27262,2,1,-0.1334087,1.599667,-0.0781288,35.74537,328.4682,356.7407,-0.249265,1.207223,0.1232149,348.308,18.51679,337.6174,NoObject,0.5715175,1.300841,0.4380704,14.86178,44.77304,308.657,NoObject,
19.29831,2,1,-0.1371687,1.598501,-0.07747481,35.91402,327.9872,356.7343,-0.2482904,1.211585,0.1208693,346.155,19.27137,335.1343,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
19.32213,2,1,-0.1396558,1.597501,-0.07589111,36.03555,327.6945,356.7561,-0.2473714,1.216424,0.1188853,344.6067,19.68331,332.7656,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
19.34764,2,1,-0.1419947,1.596422,-0.07410412,36.19856,327.5168,356.7915,-0.2472149,1.221963,0.1172566,342.9191,20.01578,331.8389,NoObject,0.5715176,1.300841,0.4380705,14.86227,44.77283,308.6569,NoObject,
19.3726,2,1,-0.1437852,1.595227,-0.07164314,36.43122,327.4245,356.7307,-0.2481063,1.227651,0.116033,341.4074,19.76716,332.2244,NoObject,0.5715174,1.300842,0.4380704,14.86164,44.77192,308.6565,NoObject,
19.3975,2,1,-0.1453408,1.59415,-0.06877678,36.70529,327.3745,356.6052,-0.2499624,1.233063,0.1152362,340.0668,19.02546,333.2779,NoObject,0.5715175,1.300841,0.4380704,14.86178,44.77304,308.657,NoObject,
